"line","text","screenname","time","searchterm","location","followerscount","favoritescount","lat","lng","coords_coords","bbox_coords","geo_coords"
1506,"""Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank"" by MIHIR ZAVERI via NYT https://t.co/gkurCFvoZr https://t.co/jlvL4YJHkh","rhystaylor77",2018-11-05 13:49:07,"WestPoint","california",471,0,NA,NA,NA,NA,NA
1507,"""Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank"" by MIHIR ZAVERI via NYT https://t.co/z00Mm3nZGe","josephmaiorana",2018-11-05 13:49:04,"WestPoint","shirley, ny",607,0,NA,NA,NA,NA,NA
1508,"After 7 years and 2 cadets, enjoying our last Army home football game at West Point. #family #tradition https://t.co/7ZCTJkxBWD","JamesBSchultz",2018-11-05 13:48:57,"WestPoint","Lancaster, PA",2663,1,NA,NA,NA,NA,NA
1509,"""Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank"" by MIHIR ZAVERI via NYT https://t.co/jrRwy4K3IV https://t.co/oHCQZSQA2m","ARBSINFOTECH",2018-11-05 13:48:51,"WestPoint","",4,0,NA,NA,NA,NA,NA
1510,"""Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank"" by MIHIR ZAVERI via NYT https://t.co/WmFYxMrszW https://t.co/Ti30fmIopT","QuackMooPowNews",2018-11-05 13:48:42,"WestPoint","London, UK",15,0,NA,NA,NA,NA,NA
1511,"Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank by MIHIR ZAVERI https://t.co/9uGN2xZrVn https://t.co/HE1MSa5XaA","Okebumichael",2018-11-05 13:48:41,"WestPoint","Lagos",27,0,NA,NA,NA,NA,NA
1512,"""Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank"" by MIHIR ZAVERI via NYT https://t.co/LP06VyOyNb https://t.co/BgYeko7mpr","frederickysc",2018-11-05 13:48:28,"WestPoint","Hong Kong",37,0,NA,NA,NA,NA,NA
1513,"""Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank"" by MIHIR ZAVERI via NYT https://t.co/s6kVkAy4hR https://t.co/2CEn6vZA1y","Fouzla_Bioffu",2018-11-05 13:48:24,"WestPoint","New York, USA",7,0,NA,NA,NA,NA,NA
1514,"""Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank"" by MIHIR ZAVERI via NYT https://t.co/0ekfVlXJY1 https://t.co/ij6sGQKaw4","Qeekfe_Liupre",2018-11-05 13:48:20,"WestPoint","New York, USA",5,0,NA,NA,NA,NA,NA
1515,"""Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank"" by MIHIR ZAVERI via NYT https://t.co/svpVvq5ZrU","Teofwi_Ruiqlu",2018-11-05 13:48:10,"WestPoint","New York, USA",2,0,NA,NA,NA,NA,NA
1516,"""Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank"" by MIHIR ZAVERI via NYT https://t.co/MVhnMfRmZ5 https://t.co/sutR3g2Y7q","Ceepra_Meawhe",2018-11-05 13:48:08,"WestPoint","New York, USA",6,1,NA,NA,NA,NA,NA
1517,"""Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank"" by MIHIR ZAVERI via NYT Officials said the falcon, a 22-year-old named Aurora, was injured in a prank carried out by West Point cadets but that she would survive.https://t.co/XRgkZD5Jvk https://t.co/gcttLhiqhY","_TheDailyNews",2018-11-05 13:47:48,"WestPoint","USA",108,0,NA,NA,NA,NA,NA
1518,"Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank https://t.co/zNdIFbzqHt https://t.co/oF7ND3mbuV","somsirsa",2018-11-05 13:47:46,"WestPoint","Kolkata",768,0,NA,NA,NA,NA,NA
1519,"""Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank"" by MIHIR ZAVERI via NYT https://t.co/HlvDnJtst8 https://t.co/QAjd2X6AvO","feukqo",2018-11-05 13:47:36,"WestPoint","New York, USA",20,0,NA,NA,NA,NA,NA
1520,"Air Force Academy mascot  falcon abducted by West Point army cadets &amp;injured after being stuffed roughly into a dog crate.
Aurora had blood on her wings caused by thrashing around in the crate.
Nobody should let these douchebags loose on a foreign country.
https://t.co/LeWNhAsOJz","Shh7777777777",2018-11-05 13:47:36,"WestPoint","",488,1,NA,NA,NA,NA,NA
1521,"""Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank"" by MIHIR ZAVERI via NYT https://t.co/QEFvBrDgRV https://t.co/IsGoc0ILtr","updated_stay",2018-11-05 13:47:17,"WestPoint","",261,0,NA,NA,NA,NA,NA
1522,"""Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank"" https://t.co/iIFxO54UGz","Vexyvox",2018-11-05 13:47:09,"WestPoint","",340,0,NA,NA,NA,NA,NA
1523,"""Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank"" via @nytimes: https://t.co/Tv3QjON8IP #trending #news","hensleragency",2018-11-05 13:47:08,"WestPoint","United States",1545,0,NA,NA,NA,NA,NA
1524,"""Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank"" by MIHIR ZAVERI via NYT https://t.co/mfUUHQ9SJM","Taarli_Viisji",2018-11-05 13:47:07,"WestPoint","New York, USA",4,0,NA,NA,NA,NA,NA
1525,"""Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank"" by MIHIR ZAVERI via NYT https://t.co/U0Ch6p8KaF https://t.co/C07YaapoeX","shdigonta",2018-11-05 13:46:48,"WestPoint","Dhaka, Bangladesh",148,0,NA,NA,NA,NA,NA
1526,"West Point Apologizes for Falcon Injured in Cadet Prank - The Daily Beast https://t.co/tPU1TfiFCd #SmartNews","ange_patricia",2018-11-05 13:46:43,"WestPoint","Florida, USA",736,0,NA,NA,NA,NA,NA
1527,"""Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank"" by MIHIR ZAVERI via NYT https://t.co/iwJBGikwwC","haezcu",2018-11-05 13:46:41,"WestPoint","New York, USA",4,0,NA,NA,NA,NA,NA
1528,"""Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank"" by MIHIR ZAVERI via NYT https://t.co/MgglNCWhXT https://t.co/a3rOcBz0WK","ShafKaren",2018-11-05 13:46:38,"WestPoint","Washington, DC",104,0,NA,NA,NA,NA,NA
1529,"Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank via NYT https://t.co/k646hr1SyK https://t.co/u0DLQi5mgF","ShigeakiDev",2018-11-05 13:46:34,"WestPoint","Dallas, TX",25,0,NA,NA,NA,NA,NA
1530,"""Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank"" by MIHIR ZAVERI via NYT https://t.co/Z9LpoMehVJ https://t.co/2lDFFHMJam","Ciuvba_Kouvta",2018-11-05 13:46:33,"WestPoint","New York, USA",4,0,NA,NA,NA,NA,NA
1531,"""Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank"" by MIHIR ZAVERI via NYT https://t.co/nqp4IET3AJ https://t.co/GsFwA9egfx","Yauppi_Giehzu",2018-11-05 13:46:26,"WestPoint","",4,0,NA,NA,NA,NA,NA
1532,"""Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank"" by MIHIR ZAVERI via NYT https://t.co/J725gctXXF https://t.co/gT3HDfIcwm","duivva",2018-11-05 13:46:25,"WestPoint","Nebraska, USA",13,0,NA,NA,NA,NA,NA
1533,"""Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank"" by MIHIR ZAVERI via NYT https://t.co/YjFlEY7oY2","michZchen",2018-11-05 13:46:23,"WestPoint","",4,0,NA,NA,NA,NA,NA
1534,"""Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank"" by MIHIR ZAVERI via NYT https://t.co/rJoJ693nTm","abinesh",2018-11-05 13:46:21,"WestPoint","Malaysia",1544,0,NA,NA,NA,NA,NA
1535,"#Prank for #ArmyvsAirForce goes wrong when #Falcon is injured. https://t.co/Lydd1axP7s","Magic1025",2018-11-05 13:46:09,"WestPoint","North East Ohio",317,0,NA,NA,NA,NA,NA
1536,"""Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank"" by MIHIR ZAVERI via NYT https://t.co/w4u1sFQi5G https://t.co/BSv3FkCtiQ","Liocki_Hiilbo",2018-11-05 13:45:34,"WestPoint","Virginia, USA",4,0,NA,NA,NA,NA,NA
1537,"""Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank"" by MIHIR ZAVERI via NYT https://t.co/uWtevTrFri","master_fran",2018-11-05 13:45:33,"WestPoint","",146,0,NA,NA,NA,NA,NA
1538,"""Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank"" by MIHIR ZAVERI via NYT https://t.co/lbgrBmDicS https://t.co/JcceJWWdXh","sunni2967",2018-11-05 13:45:33,"WestPoint","Charlotte, NC",173,0,NA,NA,NA,NA,NA
1539,"""Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank"" by MIHIR ZAVERI via NYT https://t.co/Ee3irFMbuT https://t.co/Hwl7XcWJoa","Trinathhaldhar1",2018-11-05 13:45:24,"WestPoint","",3,0,NA,NA,NA,NA,NA
1540,"""Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank"" by MIHIR ZAVERI via NYT https://t.co/mg1kzMKQmJ https://t.co/2PUwYSNuJp","MarcusTec",2018-11-05 13:44:31,"WestPoint","",243,0,NA,NA,NA,NA,NA
1541,"""Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank"" by MIHIR ZAVERI via NYT https://t.co/6rrDwh5gve https://t.co/CBXHxygvLq","WWE_Wrestling0",2018-11-05 13:44:28,"WestPoint","",1236,0,NA,NA,NA,NA,NA
1542,"""Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank"" by MIHIR ZAVERI via NYT https://t.co/IXGZbWjD4i","NayakMamun",2018-11-05 13:44:27,"WestPoint","bangladesh ",7,0,NA,NA,NA,NA,NA
1543,"""Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank"" MIHIR ZAVERI https://t.co/pBr77V64xT","AsenaDuman12",2018-11-05 13:44:23,"WestPoint","",47,0,NA,NA,NA,NA,NA
1544,"""Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank"" by MIHIR ZAVERI via NYT https://t.co/1vq1nNWnPT https://t.co/BIm3SqschB","Veuvvu_Xouqju",2018-11-05 13:44:14,"WestPoint","New York, USA",22,0,NA,NA,NA,NA,NA
1545,"Air Force Academy's Falcon Mascot Hurt In Army Football Prank https://t.co/qEor05yhIv","sustainableroto",2018-11-05 13:44:11,"WestPoint","Rotorua District, New Zealand",2625,0,NA,NA,NA,NA,NA
1546,"""Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank"" by MIHIR ZAVERI via NYT https://t.co/6iT8sSK3K1","kalingtsui",2018-11-05 13:44:09,"WestPoint","hong kong",189,0,NA,NA,NA,NA,NA
1547,"""Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank"" https://t.co/kJ1OQYvc3j","attack_mike",2018-11-05 13:44:05,"WestPoint","",58,0,NA,NA,NA,NA,NA
1548,"Air Force falcon mascot is improving from 'life-threatening injuries' from West Point prank https://t.co/PdtlzHPenK via @bdnews24 #breakingnews","bdnews24",2018-11-05 13:41:12,"WestPoint","South Quay, London",226261,1,NA,NA,NA,NA,NA
1549,"An Air Force Falcon Is Recovering After Being Injured in a Student Prank at West Point Aurora is the Air Force Academy's official and oldest mascot https://t.co/Jn8QATlaSX via @bdnews24 #breakingnews","bdnews24",2018-11-05 01:36:37,"WestPoint","South Quay, London",226261,0,NA,NA,NA,NA,NA
1550,"US - Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank

As Saturday approached, the United States Military Academy revved up for a football game against the visiting Air Force Academy in... https://t.co/dXselKIHg1","WildlifeAtRisk",2018-11-05 13:39:32,"WestPoint","",3113,0,NA,NA,NA,NA,NA
1551,"@JRMoockjr @ckshowalter @TankCPTNemo @barefootboomer I can assure you, if you find yourself somewhere in the depths of West Point, there are definitely more than a few. That’s not to say that there aren’t some bad apples though.","GSChahal11",2018-11-05 13:38:25,"WestPoint","West Point, NY/ Shelby Twp., MI",525,7,NA,NA,NA,NA,NA
1552,"West Point apologizes for falcon's injuries; Air Force Academy mascot expected to fully recover https://t.co/EDMPTAz0dx","karli_bonne",2018-11-05 13:38:01,"WestPoint","New York, NY",6626,0,NA,NA,NA,NA,NA
1553,"I want to thank all the wrestling staff of West Point for the great experience they gave us this weekend. https://t.co/BzncTFHa4i","carmany_jim",2018-11-05 13:35:51,"WestPoint","",22,2,NA,NA,NA,NA,NA
1554,"@nytimes Expel them! They do not live up to West Point values. #expulsion","MicheleAzan",2018-11-05 13:34:49,"WestPoint","New York",85,0,NA,NA,NA,NA,NA
1555,"Aurora, the 22-year-old falcon mascot, is reportedly doing better. Officials from West Point have apologized and said there will be a full investigation. https://t.co/iThbf4Fpfo","KRDONewsRadio",2018-11-05 13:30:58,"WestPoint","Colorado Springs, CO",9989,0,NA,NA,NA,NA,NA
1556,"@reveille let's all send our well wishes to a fellow military mascot. 
Air Force mascot falcon injured in prank by rival Army https://t.co/24F9jSQZQ1","k9habber",2018-11-05 13:30:34,"WestPoint","tucson",22,0,NA,NA,NA,NA,NA
1557,"@NoFlyZone_11 Finna go back to West Point I had came and took $co to the fair this weekend","_JaySmall",2018-11-05 13:29:44,"WestPoint","334",3944,0,NA,NA,NA,NA,NA
1558,"@EdKrassen @krassenstein @realDonaldTrump @DebbieStabenow @stabenow So you would vote against an American hero who served his county 8 years, graduated West Point, graduated with the two bachelors, runs his own business which employees the working people of Michigan for a old women who’s never done anything of substance","GM_Mike_Brown",2018-11-05 13:27:25,"WestPoint","Cincinnati, OH",312,0,NA,NA,NA,NA,NA
1559,"Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank https://t.co/wXN6oc0VeU","joimbow",2018-11-05 13:27:19,"WestPoint","New York, N. Y.",1493,0,NA,NA,NA,NA,NA
1560,"@realDonaldTrump Continue from previous tweet. Where do you think the majority of our countries  fresh drinking water comes from.  Flints water is still bad. What have you done. So James s is a West Point Grad. And? What would you even know about the military. Oh that’s right nothing. You dodged","Lyn6069",2018-11-05 13:26:24,"WestPoint","Ray, Michigan",540,0,NA,NA,NA,NA,NA
1561,"@NBCNews Maybe the two idiots that took them should be discharged from West Point. Do we really want people in service with important responsibilities unable to make basic decisions of right and wrong?","LRA19087",2018-11-05 13:24:19,"WestPoint","",9,3,NA,NA,NA,NA,NA
1562,"@JohnJamesMI @DailyCaller I’m a USNA Grad and I support this West Point Grad!","RUGDANCE",2018-11-03 19:07:16,"WestPoint","TAMPA, FL",551,0,NA,NA,NA,NA,NA
1563,"Air Force falcon prank spurs West Point probe - https://t.co/2rz5Jr9amz - @washtimes","RUGDANCE",2018-11-05 13:22:26,"WestPoint","TAMPA, FL",551,0,NA,NA,NA,NA,NA
1564,"Air Force mascot falcon improving after injury before rivalry game at West Point https://t.co/Vdq7pLj05t https://t.co/egmCnMCauy","orlandosentinel",2018-11-05 13:22:22,"WestPoint","Orlando, FL",305626,1,NA,NA,NA,NA,NA
1565,"Air Force Academy's Falcon Mascot Hurt In Army Football Prank: https://t.co/43QOivN7pY","UFH_Expert",2018-11-05 13:22:03,"WestPoint","",807,0,NA,NA,NA,NA,NA
1566,"Air Force Academy's Falcon Mascot Hurt In Army Football Prank https://t.co/VHSpxxhnUu","RootedGrp",2018-11-05 13:20:24,"WestPoint","Georgia, USA",142,0,NA,NA,NA,NA,NA
1567,"The Monday 10 https://t.co/OVpjW7zGEF","hockeybias",2018-11-05 13:19:42,"WestPoint","Minneapolis, MN",860,0,NA,NA,NA,NA,NA
1568,"Air Force mascot falcon improving after injury during prank at West Point https://t.co/sqknTmS0wp https://t.co/tMpTurkUUu","BreakinNewz01",2018-11-05 13:16:40,"WestPoint","Pennsylvania",1088,0,NA,NA,NA,NA,NA
1569,"Reports say the falcon, a 22-year-old bird named Aurora, was injured in a prank carried out by West Point cadets https://t.co/RWf4SL3mSQ","BreakinNewz01",2018-11-04 20:35:22,"WestPoint","Pennsylvania",1088,0,NA,NA,NA,NA,NA
1570,"@JohnJamesMI @DonaldJTrumpJr @realDonaldTrump Sr. James. Usted un distinguido graduado de West point y veterinario, será el ganador. Nuestro @realDonaldTrump tiene toda la razón no más títeres como este señor Schumer, que no hace nada por Michigan. Vota @JohnJamesMI <U+0001F448><U+0001F44D>","E55Vargas",2018-11-05 13:14:20,"WestPoint","Venezuela",372,0,NA,NA,NA,NA,NA
1571,"@snitfit Air Force falcon prank spurs West Point probe - https://t.co/I7vEIcJ9OP - @washtimes","kerrykelly514",2018-11-05 13:13:09,"WestPoint","Chesapeake, VA",3383,0,NA,NA,NA,NA,NA
1572,"<U+0001F92C>Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank  https://t.co/6zGBuh4VRP","lenubienne",2018-11-05 13:12:27,"WestPoint","Malaysia",8458,0,NA,NA,NA,NA,NA
1573,"Air Force mascot injured in West Point prank https://t.co/HnmHXouNwR https://t.co/Kl0QUWtoMX","WPTV",2018-11-04 15:10:02,"WestPoint","West Palm Beach, FL",152046,0,NA,NA,NA,NA,NA
1574,"Air Force mascot falcon improving after injury during prank at West Point https://t.co/8lIs8UA2mu https://t.co/KkZ0zjahXv","WPTV",2018-11-05 13:10:02,"WestPoint","West Palm Beach, FL",152046,4,NA,NA,NA,NA,NA
1575,"Prank injures Air Force mascot https://t.co/mGBr1y3Hkn","KonaNatureTours",2018-11-05 13:07:55,"WestPoint","Hawaii",825,0,NA,NA,NA,NA,NA
1576,"West Point apologizes for injuries to Air Force mascot bird: An Air Force Academy falcon mascot that was injured during a prank before the annual rivalry football game against Army is recovering. https://t.co/4pn3db9OzQ","KonaNatureTours",2018-11-04 20:00:40,"WestPoint","Hawaii",825,0,NA,NA,NA,NA,NA
1577,"@realDonaldTrump West Point grad and a VET!! Just like the potus!  Hahahahahahaha","kathykanaka",2018-11-05 13:04:27,"WestPoint","",16,0,NA,NA,NA,NA,NA
1578,"Stupid, not malicious. Nobody’s life should be ruined for this. 

West Point apologizes for falcon's injuries; Air Force Academy mascot expected to fully recover https://t.co/ADc4AauZv3 via @csgazette","JacketNation",2018-11-05 13:02:47,"WestPoint","Never will...",2178,0,NA,NA,NA,NA,NA
1579,"Air Force Mascot, a Falcon, Is Injured by West Point Cadets During Prank https://t.co/PppuhJQAWE","adtea",2018-11-05 13:02:38,"WestPoint","",2242,0,NA,NA,NA,NA,NA
1580,"Air Force mascot falcon injured in prank by rival Army https://t.co/DuDQj40gJo","Brought_to_You",2018-11-05 13:01:27,"WestPoint","",38,0,NA,NA,NA,NA,NA
1581,"West Point Apologizes for Falcon Injured in Cadet Prank https://t.co/5ziTPaSqk4 via @thedailybeast","drpatfarrell",2018-11-05 13:00:15,"WestPoint","United States",6923,0,NA,NA,NA,NA,NA
1582,"The 22-year-old bird named Aurora ""was able to fly around in her pen"" on Sunday, said an Air Force Academy spokesperson. https://t.co/uODm0y8MjI","NBCNews",2018-11-05 12:59:06,"WestPoint","New York, NY",6237477,79,NA,NA,NA,NA,NA
1583,"Best case:An army COL conspired to commit a federal crime with cadets.Worst case:USMA cadets burglarized a COL’s home to injure federally protected animals. 

#army #airforce #navy #usmc #uscg #military https://t.co/SMg48ofMIe","John___Sheehan",2018-11-05 12:58:40,"WestPoint","Washington, D.C.",170,0,NA,NA,NA,NA,NA
1584,"@thedailybeast Make West Point prove they're sorry by court-martialing &amp; EXPELLING all students involved in harming the falcon. 

It's irrelevant whether the incident was intentional or not ... or even accidental or not ... make the bastards do time/do grunt work w/ no hope of parole/promotion.","JohnHMcCannon",2018-11-05 12:55:04,"WestPoint","Aberdeen, MD",112,0,NA,NA,NA,NA,NA
1585,"The Monday 10: Arizona State  nets a milestone, Omaha finally gains a ‘W,’ Air Force sweeps Army West Point https://t.co/dlTQk847tw","SonsOfHockey",2018-11-05 12:53:18,"WestPoint","Orange County, CA",15919,2,NA,NA,NA,NA,NA
1586,"Congratulations to West Point HS, Section 1A2 champions. Windsor was runner-up..","VHSL_activities",2018-11-05 12:53:05,"WestPoint","Charlottesville, VA",5512,1,NA,NA,NA,NA,NA
1587,"@nytimes I am ashamed of those cadets. THAT was not a prank. THAT was a crime. Shame on them. They don’t deserve to be at West Point.","jmc3883",2018-11-05 12:51:49,"WestPoint","West Point, NY",50,3,NA,NA,NA,NA,NA
1588,"Air Force mascot falcon improving after injury at West Point.  https://t.co/W6ZzTTvNiy","AP_Top25",2018-11-04 20:25:19,"WestPoint","",234907,31,NA,NA,NA,NA,NA
1589,"Aurora, the 22-year-old Air Force falcon mascot, reportedly injured during prank at West Point before Army game.  https://t.co/r6TtnG9ocx https://t.co/l6OuT1WYO7","AP_Top25",2018-11-04 03:50:18,"WestPoint","",234907,151,NA,NA,NA,NA,NA
1590,"Aurora, the 22-year-old Air Force mascot falcon, is improving after injury at West Point before the Army game. 

Army says it is investigating what happened after reports of a prank gone bad. https://t.co/CYeVUGCbdj","AP_Top25",2018-11-05 12:49:04,"WestPoint","",234907,26,NA,NA,NA,NA,NA
1591,"Aurora, the 22-year-old Air Force falcon mascot, reportedly injured during prank at West Point before Army game.  https://t.co/q4GM4bPO0g https://t.co/Y60mgz1uqv","AP_Top25",2018-11-04 15:48:04,"WestPoint","",234907,15,NA,NA,NA,NA,NA
1592,"West Point apologizes for falcon's injuries; Air Force Academy mascot expected to fully recover https://t.co/ZFGPECVdf7 via @csgazette","car_done",2018-11-05 12:43:54,"WestPoint","",5023,0,NA,NA,NA,NA,NA
1593,"Air Force mascot falcon improving after injury at West Point (from @AP) https://t.co/kNfZ8Cpf31","jfmartinez",2018-11-05 12:41:42,"WestPoint","New York City",952,1,NA,NA,NA,NA,NA
1594,"Air Force mascot falcon injured in prank by rival Army https://t.co/mrHpjfkCly","10021pop",2018-11-05 12:40:05,"WestPoint","",283,0,NA,NA,NA,NA,NA
1595,"Hey Michigan....JOHN JAMES is your man. A West Point grad and veteran. He is an honorable man who will put your interests first!! Please go vote John James!!","Kellyann962",2018-11-05 12:39:31,"WestPoint","",385,1,NA,NA,NA,NA,NA
1596,"Aurora, the Air Force's falcon mascot, injured in West Point prank - CBS News -- SHAMEFUL. Stop using live animals for entertainment!  https://t.co/VCzIchgpyE","TwoEns",2018-11-05 12:37:06,"WestPoint","",153,2,NA,NA,NA,NA,NA
1597,"Air Force Falcon Recovering After Serious Injuries From West Point Prank https://t.co/9X1EEcaMCl https://t.co/H45qWEGbu4","5NEWS",2018-11-05 12:29:29,"WestPoint","Fort Smith - Fayetteville, AR",65706,0,NA,NA,NA,NA,NA
1598,"@thistallawkgirl Immoral humans who excuse animal cruelty by West Point Cadets because, hey, they might one day defend our country and lay down their life for me. Nope.","jack_burgess81",2018-11-05 12:25:18,"WestPoint","Louisiana, USA",555,0,NA,NA,NA,NA,NA
1599,"Air Force mascot falcon improving after injury at West Point https://t.co/j3EjWzjJBa","NewDelhiTimes",2018-11-05 12:24:38,"WestPoint","New Delhi, India",194132,0,NA,NA,NA,NA,NA
1600,"Air Force Mascot, Aurora The Falcon, Injured During Prank At West Point https://t.co/TBkDntDaA6","CBSNewYork",2018-11-05 12:22:56,"WestPoint","New York City",139567,5,NA,NA,NA,NA,NA
1601,"i don't think the @WestPoint_USMA  ""gets it"" - I'm not even associated with the @AF_Academy but I want to see some west point cadets heads on a platter...was not a ""stunt"" or ""prank"" - if stolen from an O6's house - that's called BURGLARY perhaps breaking/entering, and THEFT.","_penguin182",2018-11-05 12:20:12,"WestPoint","",641,0,NA,NA,NA,NA,NA
1602,"Relaxing at the West Point Hotel, Zone 7 after a meeting. https://t.co/PtwI9cdbPz","TARISMOOTH",2018-11-05 12:20:01,"WestPoint","Nigeria",236,2,NA,NA,NA,NA,NA
1603,"@foxandfriends West Point cadets should ashamed.   No honor in hurting a bird.","Annlink8",2018-11-05 12:18:59,"WestPoint","",4,0,NA,NA,NA,NA,NA
1604,"Air Force mascot falcon injured in prank by rival Army https://t.co/v79zXtLB7X via @nbcnews","DaVivian2",2018-11-05 12:18:55,"WestPoint","USA",65,0,NA,NA,NA,NA,NA
1605,"@realDonaldTrump John James, Republican Senate Michigan. We. A West Point Grad Vet, Vote Out Schumer Puppet Debbie Stabenow, Michigan!","OnlyTheCaps",2018-11-05 12:16:01,"WestPoint","",26,0,NA,NA,NA,NA,NA
1606,"West Point apologizes for falcon injured in a cadet prank https://t.co/vY1nMVn72a","thedailybeast",2018-11-05 12:15:07,"WestPoint","",1184507,6,NA,NA,NA,NA,NA
1607,"West Point apologizes for falcon's injuries; Air Force Academy mascot expected to fully recover https://t.co/O9cadT24YW via @csgazette","markyquayle",2018-11-05 12:15:04,"WestPoint","San Francisco",308,0,NA,NA,NA,NA,NA
1608,"The mascot, Aurora, a 22-year-old falcon, suffered an undisclosed injury and was being brought on the flight back to Colorado to see a specialist at the Air Force Academy.  https://t.co/UrQZiaIwcE","starsandstripes",2018-11-04 17:23:00,"WestPoint","Washington D.C.",197733,24,NA,NA,NA,NA,NA
1609,"An Air Force falcon injured during a prank before the Army-Air Force football game is showing signs of improvement.  https://t.co/f82UrFsWj2","starsandstripes",2018-11-05 12:15:00,"WestPoint","Washington D.C.",197733,29,NA,NA,NA,NA,NA
1610,"Aurora, one of Air Force's falcon mascots, was injured during a prank prior to the annual rivalry football game against Army, according to an official at the Air Force Academy. https://t.co/UrQZib074c","starsandstripes",2018-11-04 05:14:04,"WestPoint","Washington D.C.",197733,231,NA,NA,NA,NA,NA
1611,"Army officials at West Point are apologizing for injuries to a 22-year-old Air Force falcon that occurred during a prank before the annual rivalry football game between the two service academies. https://t.co/0oJ7SQc8NK","starsandstripes",2018-11-04 20:41:10,"WestPoint","Washington D.C.",197733,17,NA,NA,NA,NA,NA
1612,"West Point said an apology was given to the Air Force Academy and that an investigation is underway. West Point added “we are taking this situation very seriously, and this occurrence does not reflect the Army or USMA core values of dignity and respect.” https://t.co/0oJ7SPUxpa","starsandstripes",2018-11-05 01:10:01,"WestPoint","Washington D.C.",197733,38,NA,NA,NA,NA,NA
1613,"The 22-year-old bird named Aurora “was able to fly around in her pen” on Sunday, said Air Force Academy spokesperson Lt. Col. Tracy A. Bunko. https://t.co/f82UrFKxHC","starsandstripes",2018-11-04 22:46:32,"WestPoint","Washington D.C.",197733,83,NA,NA,NA,NA,NA
1614,"@realDonaldTrump Which is way Rudy G. called him Don James, I respect that he served our country and graduated from West Point, however that does not make qualified to serve in the Senate. Debbie Stabenow has done great things for Michigan","SCMDOC",2018-11-05 12:14:59,"WestPoint","Beverly Hills, MI",80,7,NA,NA,NA,NA,NA
1615,"@NevadaJack2 The offenders need to be expelled from West Point! Period!","Hurricane6750",2018-11-05 12:13:24,"WestPoint","United States",646,0,NA,NA,NA,NA,NA
1616,"@realDonaldTrump Debbie Stabinow has done so much for Michigan.  You know nothing, Don Trump. Funny how you revere West Point and Ivy Leaguers when they support your agenda.  Otherwise they are too ""elite.""","CarolKremer12",2018-11-05 12:12:12,"WestPoint","",18,0,NA,NA,NA,NA,NA
1617,"""Distinguished West Point and vet""
Y resulta que acá te corren (y persiguen) x haber sido militar
Años luz
#MAGA https://t.co/3PUKzjTKO6","Lombardogj",2018-11-05 12:10:27,"WestPoint","La Plata, Argentina",169,0,NA,NA,NA,NA,NA
1618,"Air Force mascot falcon injured in prank by rival Army https://t.co/mdhiizoyhs","wtfiscrackin",2018-11-05 12:10:03,"WestPoint","",216,0,NA,NA,NA,NA,NA
1619,"@Unpersuaded112 @POTUS Actually, he went to New York Military Academy. Not considered, then, a path to West Point or better post-secondary schools.","CapeWindy",2018-11-05 12:10:03,"WestPoint","Massachusetts",2687,25,NA,NA,NA,NA,NA
